STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,MLY-GRDD-BASE40,Completeness Flag,MLY-GRDD-BASE45,Completeness Flag,MLY-GRDD-BASE50,Completeness Flag,MLY-GRDD-BASE55,Completeness Flag,MLY-GRDD-BASE57,Completeness Flag,MLY-GRDD-BASE60,Completeness Flag,MLY-GRDD-BASE65,Completeness Flag,MLY-GRDD-BASE70,Completeness Flag,MLY-GRDD-BASE72,Completeness Flag,MLY-GRDD-TB4886,Completeness Flag,MLY-GRDD-TB5086,Completeness Flag,MLY-TMIN-PRBOCC-LSTH016,Completeness Flag,MLY-TMIN-PRBOCC-LSTH020,Completeness Flag,MLY-TMIN-PRBOCC-LSTH024,Completeness Flag,MLY-TMIN-PRBOCC-LSTH028,Completeness Flag,MLY-TMIN-PRBOCC-LSTH032,Completeness Flag,MLY-TMIN-PRBOCC-LSTH036,Completeness Flag,MLY-CLDD-BASE45,Completeness Flag,MLY-CLDD-BASE50,Completeness Flag,MLY-CLDD-BASE55,Completeness Flag,MLY-CLDD-BASE57,Completeness Flag,MLY-CLDD-BASE60,Completeness Flag,MLY-CLDD-NORMAL,Completeness Flag,MLY-CLDD-BASE70,Completeness Flag,MLY-CLDD-BASE72,Completeness Flag,MLY-HTDD-BASE40,Completeness Flag,MLY-HTDD-BASE45,Completeness Flag,MLY-HTDD-BASE50,Completeness Flag,MLY-HTDD-BASE55,Completeness Flag,MLY-HTDD-BASE57,Completeness Flag,MLY-HTDD-BASE60,Completeness Flag,MLY-HTDD-NORMAL,Completeness Flag,MLY-PRCP-25PCTL,Completeness Flag,MLY-SNOW-25PCTL,Completeness Flag,MLY-PRCP-50PCTL,Completeness Flag,MLY-SNOW-50PCTL,Completeness Flag,MLY-PRCP-75PCTL,Completeness Flag,MLY-SNOW-75PCTL,Completeness Flag,MLY-PRCP-NORMAL,Completeness Flag,MLY-SNOW-NORMAL,Completeness Flag,MLY-SNOW-AVGNDS-GE001TI,Completeness Flag,MLY-SNOW-AVGNDS-GE010TI,Completeness Flag,MLY-SNOW-AVGNDS-GE100TI,Completeness Flag,MLY-SNOW-AVGNDS-GE030TI,Completeness Flag,MLY-SNOW-AVGNDS-GE050TI,Completeness Flag,MLY-PRCP-AVGNDS-GE001HI,Completeness Flag,MLY-PRCP-AVGNDS-GE010HI,Completeness Flag,MLY-PRCP-AVGNDS-GE050HI,Completeness Flag,MLY-PRCP-AVGNDS-GE100HI,Completeness Flag,MLY-SNWD-AVGNDS-GE001WI,Completeness Flag,MLY-SNWD-AVGNDS-GE010WI,Completeness Flag,MLY-SNWD-AVGNDS-GE003WI,Completeness Flag,MLY-SNWD-AVGNDS-GE005WI,Completeness Flag,MLY-TMAX-AVGNDS-GRTH100,Completeness Flag,MLY-TMAX-AVGNDS-GRTH040,Completeness Flag,MLY-TMAX-AVGNDS-GRTH050,Completeness Flag,MLY-TMAX-AVGNDS-GRTH060,Completeness Flag,MLY-TMAX-AVGNDS-GRTH070,Completeness Flag,MLY-TMAX-AVGNDS-GRTH080,Completeness Flag,MLY-TMAX-AVGNDS-GRTH090,Completeness Flag,MLY-TMAX-AVGNDS-LSTH032,Completeness Flag,MLY-TMIN-AVGNDS-LSTH000,Completeness Flag,MLY-TMIN-AVGNDS-LSTH010,Completeness Flag,MLY-TMIN-AVGNDS-LSTH020,Completeness Flag,MLY-TMIN-AVGNDS-LSTH032,Completeness Flag,MLY-TMIN-AVGNDS-LSTH040,Completeness Flag,MLY-TMIN-AVGNDS-LSTH050,Completeness Flag,MLY-TMIN-AVGNDS-LSTH060,Completeness Flag,MLY-TMIN-AVGNDS-LSTH070,Completeness Flag,MLY-TAVG-NORMAL,Completeness Flag,MLY-DUTR-NORMAL,Completeness Flag,MLY-TMAX-NORMAL,Completeness Flag,MLY-TMIN-NORMAL,Completeness Flag,MLY-TAVG-STDDEV,Completeness Flag,MLY-DUTR-STDDEV,Completeness Flag,MLY-TMAX-STDDEV,Completeness Flag,MLY-TMIN-STDDEV,Completeness Flag
GHCND:USW00094224,ASTORIA REGIONAL AIRPORT OR US,2.7,46.1569,-123.8825,201001,143,S,49,S,7,S,-7777,S,-7777,S,0,S,0,S,0,S,0,S,49,S,30,S,33,S,126,S,316,S,672,S,933,S,996,S,49,S,7,S,-7777,S,-7777,S,0,S,0,S,0,S,0,S,27,S,87,S,201,S,349,S,411,S,504,S,659,S,676,C,0,P,1049,C,0,P,1290,C,0,P,1020,C,4,P,6,P,2,P,0,P,1,P,0,P,214,C,166,C,76,C,25,C,6,P,0,P,2,P,0,P,0,S,298,S,160,S,7,S,0,S,0,S,0,S,1,S,0,S,0,S,2,S,63,S,192,S,306,S,310,S,310,S,438,S,121,S,498,S,377,S,26,S,16,S,25,S,28,S
GHCND:USW00094224,ASTORIA REGIONAL AIRPORT OR US,2.7,46.1569,-123.8825,201002,140,S,49,S,8,S,-7777,S,-7777,S,-7777,S,0,S,0,S,0,S,62,S,42,S,16,S,71,S,276,S,647,S,936,S,999,S,49,S,8,S,-7777,S,-7777,S,-7777,S,0,S,0,S,0,S,17,S,65,S,165,S,297,S,353,S,437,S,577,S,409,C,0,P,628,C,0,P,893,C,11,P,719,C,5,P,7,P,1,P,0,P,0,P,0,P,177,C,132,C,50,C,15,C,4,P,0,P,0,P,0,P,0,S,274,S,174,S,19,S,-7777,S,0,S,0,S,1,S,0,S,0,S,2,S,60,S,178,S,277,S,280,S,280,S,444,S,145,S,516,S,372,S,25,S,18,S,25,S,27,S
GHCND:USW00094224,ASTORIA REGIONAL AIRPORT OR US,2.7,46.1569,-123.8825,201003,200,S,74,S,13,S,1,S,-7777,S,-7777,S,0,S,0,S,0,S,94,S,66,S,0,S,0,S,21,S,302,S,824,S,1000,S,74,S,13,S,1,S,-7777,S,-7777,S,0,S,0,S,0,S,3,S,33,S,126,S,269,S,330,S,423,S,578,S,566,C,0,P,707,C,0,P,880,C,0,P,745,C,0,P,0,P,0,P,0,P,0,P,0,P,210,C,154,C,49,C,15,C,0,P,0,P,0,P,0,P,0,S,310,S,244,S,39,S,1,S,0,S,0,S,0,S,0,S,0,S,0,S,34,S,175,S,308,S,310,S,310,S,464,S,150,S,538,S,389,S,20,S,18,S,24,S,19,S
GHCND:USW00094224,ASTORIA REGIONAL AIRPORT OR US,2.7,46.1569,-123.8825,201004,261,S,119,S,31,S,5,S,2,S,1,S,-7777,S,0,S,0,S,128,S,98,S,0,S,0,S,0,S,26,S,490,S,956,S,119,S,31,S,5,S,2,S,1,S,-7777,S,0,S,0,S,-7777,S,8,S,70,S,194,S,251,S,340,S,489,S,341,C,0,P,473,C,0,P,663,C,0,P,520,C,0,P,0,P,0,P,0,P,0,P,0,P,184,C,123,C,33,C,5,C,0,P,0,P,0,P,0,P,0,S,300,S,279,S,63,S,11,S,1,S,0,S,0,S,0,S,0,S,0,S,10,S,130,S,291,S,300,S,300,S,487,S,154,S,564,S,410,S,16,S,23,S,21,S,18,S
GHCND:USW00094224,ASTORIA REGIONAL AIRPORT OR US,2.7,46.1569,-123.8825,201005,403,S,248,S,107,S,25,S,12,S,4,S,-7777,S,0,S,0,S,206,S,167,S,0,S,0,S,0,S,0,S,44,S,471,S,248,S,107,S,25,S,12,S,4,S,-7777,S,0,S,0,S,0,S,-7777,S,14,S,87,S,136,S,221,S,372,S,219,C,0,P,333,C,0,P,409,C,0,P,332,C,0,P,0,P,0,P,0,P,0,P,0,P,164,C,91,C,18,C,3,C,0,P,0,P,0,P,0,P,0,S,310,S,310,S,138,S,20,S,3,S,0,S,0,S,0,S,0,S,0,S,-7777,S,41,S,252,S,310,S,310,S,530,S,148,S,604,S,456,S,17,S,20,S,22,S,17,S
GHCND:USW00094224,ASTORIA REGIONAL AIRPORT OR US,2.7,46.1569,-123.8825,201006,508,S,359,S,209,S,73,S,35,S,8,S,-7777,S,0,S,0,S,280,S,232,S,0,S,0,S,0,S,0,S,0,S,0,S,359,S,209,S,73,S,35,S,8,S,-7777,S,0,S,0,S,0,S,0,S,-7777,S,14,S,37,S,100,S,242,S,168,C,0,P,253,C,0,P,350,C,0,P,255,C,0,P,0,P,0,P,0,P,0,P,0,P,132,C,68,C,14,C,3,C,0,P,0,P,0,P,0,P,0,S,300,S,300,S,247,S,24,S,3,S,0,S,0,S,0,S,0,S,0,S,0,S,3,S,143,S,300,S,300,S,570,S,139,S,639,S,500,S,13,S,17,S,18,S,14,S
GHCND:USW00094224,ASTORIA REGIONAL AIRPORT OR US,2.7,46.1569,-123.8825,201007,628,S,473,S,318,S,163,S,104,S,36,S,3,S,-7777,S,0,S,382,S,325,S,0,S,0,S,0,S,0,S,0,S,0,S,473,S,318,S,163,S,104,S,36,S,3,S,-7777,S,0,S,0,S,0,S,0,S,-7777,S,3,S,29,S,150,S,34,C,0,P,78,C,0,P,136,C,0,P,103,C,0,P,0,P,0,P,0,P,0,P,0,P,83,C,27,C,4,C,1,C,0,P,0,P,0,P,0,P,0,S,310,S,310,S,304,S,71,S,6,S,0,S,0,S,0,S,0,S,0,S,0,S,0,S,61,S,307,S,310,S,603,S,143,S,674,S,531,S,12,S,16,S,17,S,13,S
GHCND:USW00094224,ASTORIA REGIONAL AIRPORT OR US,2.7,46.1569,-123.8825,201008,648,S,493,S,338,S,183,S,123,S,49,S,4,S,-7777,S,-7777,S,403,S,346,S,0,S,0,S,0,S,0,S,0,S,0,S,493,S,338,S,183,S,123,S,49,S,4,S,-7777,S,-7777,S,0,S,0,S,0,S,-7777,S,2,S,21,S,131,S,56,C,0,P,85,C,0,P,150,C,0,P,116,C,0,P,0,P,0,P,0,P,0,P,0,P,74,C,26,C,7,C,2,C,0,P,0,P,0,P,0,P,0,S,310,S,310,S,309,S,101,S,11,S,0,S,0,S,0,S,0,S,0,S,0,S,0,S,67,S,304,S,310,S,609,S,155,S,687,S,531,S,12,S,18,S,13,S,17,S
GHCND:USW00094224,ASTORIA REGIONAL AIRPORT OR US,2.7,46.1569,-123.8825,201009,555,S,405,S,255,S,118,S,74,S,30,S,5,S,-7777,S,-7777,S,337,S,291,S,0,S,0,S,0,S,0,S,1,S,106,S,405,S,255,S,118,S,74,S,30,S,5,S,-7777,S,-7777,S,0,S,-7777,S,-7777,S,13,S,30,S,75,S,200,S,89,C,0,P,188,C,0,P,324,C,0,P,214,C,0,P,0,P,0,P,0,P,0,P,0,P,94,C,50,C,11,C,3,C,0,P,0,P,0,P,0,P,0,S,300,S,300,S,280,S,81,S,17,S,0,S,0,S,0,S,0,S,0,S,0,S,14,S,154,S,297,S,300,S,585,S,183,S,676,S,494,S,17,S,21,S,20,S,20,S
GHCND:USW00094224,ASTORIA REGIONAL AIRPORT OR US,2.7,46.1569,-123.8825,201010,389,S,237,S,105,S,28,S,14,S,4,S,-7777,S,-7777,S,-7777,S,215,S,177,S,0,S,0,S,0,S,20,S,304,S,804,S,237,S,105,S,28,S,14,S,4,S,-7777,S,-7777,S,-7777,S,-7777,S,3,S,26,S,104,S,152,S,235,S,386,S,354,C,0,P,653,C,0,P,831,C,0,P,598,C,0,P,0,P,0,P,0,P,0,P,0,P,159,C,108,C,39,C,15,C,0,P,0,P,0,P,0,P,0,S,310,S,307,S,160,S,22,S,1,S,0,S,0,S,0,S,0,S,0,S,5,S,80,S,256,S,310,S,310,S,526,S,167,S,609,S,442,S,15,S,23,S,17,S,21,S
GHCND:USW00094224,ASTORIA REGIONAL AIRPORT OR US,2.7,46.1569,-123.8825,201011,213,S,96,S,26,S,4,S,1,S,-7777,S,0,S,0,S,0,S,95,S,67,S,0,S,12,S,83,S,305,S,741,S,985,S,96,S,26,S,4,S,1,S,-7777,S,0,S,0,S,0,S,9,S,42,S,122,S,250,S,307,S,396,S,546,S,673,C,0,P,1097,C,0,P,1421,C,0,P,1115,C,3,P,1,P,1,P,0,P,1,P,0,P,214,C,172,C,77,C,30,C,0,P,0,P,0,P,0,P,0,S,296,S,236,S,27,S,1,S,0,S,0,S,1,S,0,S,0,S,-7777,S,36,S,151,S,279,S,300,S,300,S,468,S,134,S,535,S,401,S,26,S,19,S,25,S,30,S
GHCND:USW00094224,ASTORIA REGIONAL AIRPORT OR US,2.7,46.1569,-123.8825,201012,120,S,36,S,5,S,-7777,S,-7777,S,0,S,0,S,0,S,0,S,40,S,23,S,62,S,158,S,308,S,685,S,978,S,1000,S,36,S,5,S,-7777,S,-7777,S,0,S,0,S,0,S,0,S,38,S,109,S,233,S,383,S,445,S,538,S,693,S,725,C,0,P,972,C,0,P,1214,C,0,P,989,C,2,P,3,P,1,P,0,P,0,P,0,P,206,C,161,C,68,C,27,C,6,P,0,P,1,P,1,P,0,S,292,S,138,S,3,S,0,S,0,S,0,S,4,S,0,S,1,S,5,S,75,S,214,S,306,S,310,S,310,S,427,S,120,S,487,S,366,S,23,S,16,S,23,S,26,S
GHCND:USW00094107,ROME STATE AIRPORT OR US,1234.4,42.59056,-117.86444,201001,8,R,2,R,-7777,R,0,R,0,R,0,R,0,R,0,R,0,R,8,R,4,R,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,2,R,-7777,R,0,R,0,R,0,R,0,R,0,R,0,R,334,R,484,R,637,R,792,R,854,R,947,R,1102,R,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,65,Q,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,0,R,149,R,25,R,2,R,0,R,0,R,0,R,68,R,11,R,46,R,149,R,282,R,306,R,310,R,310,R,310,R,295,R,187,R,388,R,201,R,45,R,42,R,42,R,57,R
GHCND:USW00094107,ROME STATE AIRPORT OR US,1234.4,42.59056,-117.86444,201002,14,R,2,R,-7777,R,0,R,0,R,0,R,0,R,0,R,0,R,24,R,15,R,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,2,R,-7777,R,0,R,0,R,0,R,0,R,0,R,0,R,199,R,327,R,465,R,605,R,661,R,745,R,885,R,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,76,Q,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,0,R,206,R,71,R,6,R,0,R,0,R,0,R,14,R,1,R,22,R,111,R,254,R,278,R,280,R,280,R,280,R,334,R,231,R,450,R,218,R,39,R,37,R,47,R,38,R
GHCND:USW00094107,ROME STATE AIRPORT OR US,1234.4,42.59056,-117.86444,201003,87,R,31,R,8,R,1,R,-7777,R,-7777,R,0,R,0,R,0,R,110,R,89,R,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,31,R,8,R,1,R,-7777,R,-7777,R,0,R,0,R,0,R,94,R,193,R,324,R,473,R,534,R,626,R,781,R,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,98,Q,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,0,R,294,R,188,R,81,R,15,R,0,R,0,R,3,R,0,R,6,R,57,R,245,R,302,R,310,R,310,R,310,R,398,R,274,R,535,R,261,R,28,R,32,R,41,R,21,R
GHCND:USW00094107,ROME STATE AIRPORT OR US,1234.4,42.59056,-117.86444,201004,198,R,103,R,39,R,11,R,6,R,2,R,-7777,R,-7777,R,0,R,199,R,173,R,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,103,R,39,R,11,R,6,R,2,R,-7777,R,-7777,R,0,R,28,R,82,R,168,R,290,R,345,R,431,R,579,R,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,98,Q,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,0,R,298,R,246,R,159,R,65,R,6,R,0,R,0,R,0,R,0,R,21,R,176,R,275,R,299,R,300,R,300,R,457,R,305,R,609,R,305,R,32,R,31,R,46,R,19,R
GHCND:USW00094107,ROME STATE AIRPORT OR US,1234.4,42.59056,-117.86444,201005,426,R,288,R,169,R,85,R,62,R,34,R,10,R,1,R,-7777,R,335,R,303,R,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,288,R,169,R,85,R,62,R,34,R,10,R,1,R,-7777,R,3,R,20,R,56,R,127,R,165,R,231,R,362,R,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,143,Q,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,0,R,310,R,298,R,245,R,147,R,66,R,11,R,0,R,0,R,0,R,7,R,69,R,187,R,299,R,310,R,310,R,536,R,320,R,697,R,376,R,25,R,38,R,40,R,19,R
GHCND:USW00094107,ROME STATE AIRPORT OR US,1234.4,42.59056,-117.86444,201006,687,R,538,R,392,R,256,R,207,R,142,R,62,R,18,R,10,R,489,R,451,R,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,538,R,392,R,256,R,207,R,142,R,62,R,18,R,10,R,-7777,R,1,R,5,R,19,R,30,R,55,R,125,R,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,82,Q,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,1,R,300,R,299,R,293,R,255,R,168,R,57,R,0,R,0,R,0,R,0,R,11,R,79,R,235,R,296,R,300,R,629,R,362,R,810,R,448,R,28,R,31,R,41,R,21,R
GHCND:USW00094107,ROME STATE AIRPORT OR US,1234.4,42.59056,-117.86444,201007,976,R,821,R,666,R,511,R,449,R,358,R,215,R,96,R,60,R,647,R,595,R,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,821,R,666,R,511,R,449,R,358,R,215,R,96,R,60,R,0,R,0,R,-7777,R,-7777,R,-7777,R,2,R,14,R,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,35,Q,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,25,R,310,R,310,R,310,R,308,R,290,R,193,R,0,R,0,R,0,R,0,R,0,R,11,R,122,R,279,R,308,R,715,R,398,R,914,R,516,R,35,R,22,R,40,R,32,R
GHCND:USW00094107,ROME STATE AIRPORT OR US,1234.4,42.59056,-117.86444,201008,927,R,772,R,617,R,464,R,403,R,315,R,179,R,71,R,41,R,621,R,573,R,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,772,R,617,R,464,R,403,R,315,R,179,R,71,R,41,R,0,R,0,R,-7777,R,2,R,4,R,8,R,27,R,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,36,Q,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,13,R,310,R,310,R,309,R,305,R,278,R,167,R,0,R,0,R,0,R,0,R,1,R,17,R,155,R,292,R,310,R,699,R,398,R,898,R,500,R,23,R,23,R,29,R,22,R
GHCND:USW00094107,ROME STATE AIRPORT OR US,1234.4,42.59056,-117.86444,201009,608,R,462,R,323,R,199,R,156,R,102,R,40,R,11,R,5,R,467,R,433,R,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,462,R,323,R,199,R,156,R,102,R,40,R,11,R,5,R,1,R,5,R,16,R,41,R,59,R,95,R,183,R,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,40,Q,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,0,R,300,R,298,R,289,R,247,R,164,R,46,R,0,R,0,R,0,R,2,R,35,R,138,R,265,R,296,R,300,R,603,R,391,R,798,R,407,R,26,R,27,R,31,R,27,R
GHCND:USW00094107,ROME STATE AIRPORT OR US,1234.4,42.59056,-117.86444,201010,261,R,146,R,66,R,26,R,17,R,7,R,1,R,-7777,R,0,R,260,R,231,R,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,146,R,66,R,26,R,17,R,7,R,1,R,-7777,R,0,R,18,R,57,R,133,R,248,R,300,R,384,R,533,R,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,74,Q,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,0,R,308,R,281,R,210,R,95,R,23,R,2,R,0,R,0,R,2,R,22,R,168,R,270,R,308,R,310,R,310,R,478,R,335,R,646,R,311,R,26,R,45,R,43,R,21,R
GHCND:USW00094107,ROME STATE AIRPORT OR US,1234.4,42.59056,-117.86444,201011,58,R,22,R,6,R,1,R,-7777,R,-7777,R,0,R,0,R,0,R,69,R,55,R,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,22,R,6,R,1,R,-7777,R,-7777,R,0,R,0,R,0,R,166,R,279,R,412,R,558,R,617,R,706,R,856,R,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,63,Q,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,0,R,246,R,134,R,49,R,5,R,0,R,0,R,10,R,1,R,17,R,107,R,242,R,290,R,300,R,300,R,300,R,365,R,255,R,492,R,237,R,34,R,36,R,46,R,30,R
GHCND:USW00094107,ROME STATE AIRPORT OR US,1234.4,42.59056,-117.86444,201012,13,R,2,R,-7777,R,0,R,0,R,0,R,0,R,0,R,0,R,10,R,6,R,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,2,R,-7777,R,0,R,0,R,0,R,0,R,0,R,0,R,372,R,516,R,669,R,824,R,886,R,979,R,1134,R,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,82,Q,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,0,R,136,R,30,R,2,R,0,R,0,R,0,R,69,R,17,R,65,R,172,R,282,R,308,R,310,R,310,R,310,R,284,R,202,R,385,R,183,R,31,R,40,R,37,R,37,R
GHCND:USW00024232,SALEM MCNARY FIELD OR US,62.5,44.905,-123.0011,201001,100,S,34,S,7,S,1,S,-7777,S,-7777,S,0,S,0,S,0,S,38,S,24,S,111,C,353,C,700,C,933,C,995,C,1000,C,34,S,7,S,1,S,-7777,S,-7777,S,0,S,0,S,0,S,63,S,151,S,280,S,428,S,490,S,583,S,738,S,358,C,0,P,618,C,0,P,835,C,1,P,596,C,10,P,8,P,4,P,0,P,1,P,0,P,177,C,125,C,43,C,10,C,12,P,0,P,4,P,0,P,0,S,276,S,121,S,8,S,0,S,0,S,0,S,3,S,0,C,0,C,10,C,111,C,232,C,305,C,310,C,310,C,412,S,130,S,477,S,347,C,28,S,24,S,27,S,33,C
GHCND:USW00024232,SALEM MCNARY FIELD OR US,62.5,44.905,-123.0011,201002,117,S,39,S,8,S,1,S,-7777,S,0,S,0,S,0,S,0,S,68,S,47,S,134,S,310,S,623,S,900,S,995,S,1000,S,39,S,8,S,1,S,-7777,S,0,S,0,S,0,S,0,S,30,S,93,S,202,S,334,S,389,S,473,S,613,S,278,C,0,P,389,C,0,P,550,C,46,P,456,C,30,P,12,P,7,P,1,P,3,P,2,P,150,C,100,C,30,C,7,C,17,P,1,P,9,P,4,P,0,S,268,S,179,S,26,S,-7777,S,0,S,0,S,2,S,0,C,1,C,7,C,101,C,211,C,276,C,280,C,280,C,431,S,170,S,516,S,346,C,27,S,20,S,26,S,30,C
GHCND:USW00024232,SALEM MCNARY FIELD OR US,62.5,44.905,-123.0011,201003,216,S,92,S,22,S,2,S,1,S,-7777,S,0,S,0,S,0,S,135,S,107,S,0,S,0,S,140,S,587,S,962,S,1000,S,92,S,22,S,2,S,1,S,-7777,S,0,S,0,S,0,S,4,S,35,S,120,S,255,S,315,S,408,S,563,S,290,C,0,P,389,C,0,P,497,C,0,P,399,C,-7777,P,1,P,0,P,0,P,0,P,0,P,170,C,109,C,24,C,4,C,0,P,0,P,0,P,0,P,0,S,310,S,263,S,89,S,9,S,0,S,0,S,0,S,0,C,0,C,0,C,64,C,204,C,308,C,310,C,310,C,469,S,194,S,565,S,372,C,22,S,27,S,30,S,21,C
GHCND:USW00024232,SALEM MCNARY FIELD OR US,62.5,44.905,-123.0011,201004,311,S,169,S,68,S,19,S,10,S,3,S,-7777,S,-7777,S,-7777,S,199,S,168,S,0,S,0,S,0,S,192,S,750,S,991,S,169,S,68,S,19,S,10,S,3,S,-7777,S,-7777,S,-7777,S,-7777,S,8,S,57,S,158,S,209,S,293,S,440,S,167,S,0,P,239,S,0,P,381,S,0,P,281,S,0,P,0,P,0,P,0,P,0,P,0,P,144,C,84,C,14,C,1,C,0,P,0,P,0,P,0,P,0,S,300,S,289,S,146,S,45,S,5,S,0,S,0,S,0,C,0,C,0,C,25,C,164,C,292,C,300,C,300,C,504,S,215,S,611,S,396,C,20,S,24,S,26,S,21,C
GHCND:USW00024232,SALEM MCNARY FIELD OR US,62.5,44.905,-123.0011,201005,504,S,349,S,203,S,93,S,64,S,34,S,9,S,1,S,1,S,320,S,282,S,0,S,0,S,0,S,10,S,226,S,738,S,349,S,203,S,93,S,64,S,34,S,9,S,1,S,1,S,0,S,-7777,S,9,S,54,S,87,S,150,S,280,S,135,C,0,P,200,C,0,P,302,C,0,P,222,C,0,P,0,P,0,P,0,P,0,P,0,P,119,C,65,C,10,C,1,C,0,P,0,P,0,P,0,P,-7777,S,310,S,309,S,252,S,107,S,35,S,3,S,0,S,0,C,0,C,0,C,2,C,69,C,253,C,309,C,310,C,562,S,231,S,678,S,447,C,23,S,35,S,35,S,20,C
GHCND:USW00024232,SALEM MCNARY FIELD OR US,62.5,44.905,-123.0011,201006,648,S,498,S,348,S,203,S,151,S,88,S,28,S,7,S,3,S,421,S,374,S,0,C,0,C,0,C,0,C,1,C,78,C,498,S,348,S,203,S,151,S,88,S,28,S,7,S,3,S,0,S,0,S,-7777,S,5,S,13,S,40,S,130,S,78,C,0,P,138,C,0,P,191,C,0,P,155,C,0,P,0,P,0,P,0,P,0,P,0,P,84,C,41,C,8,C,2,C,0,P,0,P,0,P,0,P,1,S,300,S,300,S,293,S,190,S,73,S,15,S,0,S,0,C,0,C,0,C,-7777,C,8,C,164,C,299,C,300,C,616,S,246,S,739,S,493,C,22,S,31,S,33,S,19,C
GHCND:USW00024232,SALEM MCNARY FIELD OR US,62.5,44.905,-123.0011,201007,854,S,699,S,544,S,389,S,327,S,237,S,109,S,36,S,21,S,583,S,527,S,0,C,0,C,0,C,0,C,0,C,0,C,699,S,544,S,389,S,327,S,237,S,109,S,36,S,21,S,0,S,0,S,0,S,-7777,S,-7777,S,3,S,30,S,7,C,0,P,23,C,0,P,50,C,0,P,46,C,0,P,0,P,0,P,0,P,0,P,0,P,29,C,11,C,2,C,-7777,C,0,P,0,P,0,P,0,P,6,S,310,S,310,S,310,S,291,S,178,S,54,S,0,S,0,S,0,S,0,S,0,S,-7777,S,74,S,293,S,310,S,676,S,289,S,820,S,531,S,23,S,30,S,33,S,20,S
